Category	Name	Value
Hits	SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,SSP,-VNP,-VNP,-VNP,VNP,-SSP	1.0
Hits	SSP,SSP,-SSP,-VNP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,-VNP,-VNP,VNP	1.0
Hits	VNP,SSP,-SSP,-SSP,SSP,-VNP,-VNP,-VNP	1.0
Hits	VNP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP	1.0
Hits	VNP,-VNP,-VNP,SSP,-VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-VNP,-VNP,-VNP	1.0
Hits	-SSP,-VNP,-VNP,-VNP,SSP,VNP,VNP,VNP,VNP	1.0
Hits	SSP,SSP,-VNP,SSP,SSP,VNP,VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,VNP,VNP,VNP,VNP,-VNP,VNP,VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-VNP,-VNP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,SSP,-SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,SSP,SSP,-VNP,SSP	1.0
Hits	VNP,VNP,-VNP,SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,-SSP,SSP	1.0
Hits	VNP,VNP,-VNP,-VNP,SSP,SSP,-SSP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,SSP,SSP,SSP,SSP,SSP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,-VNP,SSP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,-SSP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,-VNP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,-VNP,SSP,SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	-SSP,-SSP,VNP,VNP,VNP,SSP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-VNP	1.0
Hits	-SSP,VNP,SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,VNP,-VNP,-SSP,-SSP,-SSP,VNP	1.0
Hits	SSP,-VNP,-SSP,-VNP,-SSP,-SSP,-VNP	1.0
Hits	-SSP,-SSP,-SSP,SSP,SSP,VNP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-SSP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,VNP,VNP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-SSP,VNP,VNP,VNP	1.0
Hits	VNP,-SSP,-VNP,SSP,SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,SSP,-SSP,SSP,-VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-VNP,-VNP,-SSP,-SSP,-VNP	1.0
Hits	VNP,SSP,SSP,SSP,-VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,SSP,SSP,-SSP,SSP,SSP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,SSP,SSP,SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-SSP,-VNP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,SSP,SSP,SSP,SSP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,-VNP,-VNP,-VNP,VNP,VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,SSP,SSP,-VNP,SSP	1.0
Hits	SSP,-VNP,VNP,VNP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,SSP	1.0
Hits	VNP,VNP,VNP,-VNP,-VNP,-VNP,-SSP,SSP,SSP,SSP	1.0
Hits	SSP,SSP,VNP,VNP,-SSP,VNP,VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-SSP,-SSP,-SSP,SSP,SSP	1.0
Hits	VNP,VNP,SSP,VNP,VNP,VNP,VNP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,VNP,VNP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,VNP,SSP,SSP,VNP,VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,VNP,SSP,VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,SSP,SSP,-SSP,SSP,-SSP,-VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,-SSP,-SSP,-SSP,SSP,SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,-SSP,VNP,VNP	1.0
Hits	SSP,VNP,VNP,VNP,SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,SSP,SSP,VNP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,SSP,SSP,-SSP,-SSP,SSP,SSP,SSP,-VNP	1.0
Hits	SSP,SSP,VNP,-VNP,SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-SSP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,VNP,VNP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-SSP,SSP,-VNP	1.0
Hits	SSP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,-SSP,SSP,-VNP,-VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,-VNP,-SSP,-SSP,VNP,VNP,VNP	1.0
Hits	VNP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP	1.0
Hits	VNP,VNP,-VNP,-VNP,-VNP,-SSP,SSP,SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	-SSP,SSP,SSP,SSP,SSP,SSP,SSP,-SSP,-VNP	1.0
Hits	VNP,VNP,-SSP,-VNP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,-SSP,-SSP,VNP,-VNP	1.0
Hits	VNP,VNP,-VNP,-VNP,-VNP,-VNP,SSP,VNP,-VNP,-SSP	1.0
Hits	VNP,SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,-SSP,-SSP,VNP,VNP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,-SSP,-SSP,VNP,VNP,VNP,VNP,VNP	1.0
Hits	SSP,SSP,SSP,-SSP,-SSP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	SSP,SSP,-SSP,-SSP,VNP,VNP,VNP,-VNP	1.0
Hits	VNP,VNP,VNP,VNP,SSP,SSP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,VNP,-VNP,SSP	1.0
Hits	SSP,-SSP,VNP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,-SSP,SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,-SSP,-VNP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,VNP,VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,-VNP,VNP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,-VNP,-VNP,-VNP,-VNP,-SSP,VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,SSP,-VNP	1.0
Hits	VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-VNP,-SSP,-SSP,-SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-VNP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	-VNP,SSP,SSP,VNP,VNP,VNP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-SSP,SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	VNP,SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,VNP,-SSP,SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,-SSP,-SSP,SSP,SSP,-SSP	1.0
Hits	SSP,-SSP,-VNP,-VNP,-VNP,-VNP,VNP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,-VNP,VNP,SSP,SSP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-VNP,-SSP,VNP,VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,SSP,SSP,-SSP,SSP	1.0
Hits	VNP,VNP,SSP,-SSP,VNP,VNP,VNP,-VNP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,SSP,-VNP,VNP,VNP,-SSP	1.0
Hits	VNP,SSP,SSP,SSP,-SSP,SSP,SSP,-VNP	1.0
Hits	-SSP,SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-VNP,SSP	1.0
Hits	-SSP,SSP,SSP,VNP,-SSP	1.0
Hits	-SSP,SSP,SSP,-SSP,-VNP,-VNP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP,VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-VNP,SSP	1.0
Hits	SSP,SSP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP	1.0
Hits	SSP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP	1.0
Hits	SSP,-SSP,SSP,SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,SSP,SSP,-VNP,-VNP,VNP,-VNP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,-SSP,SSP	1.0
Hits	VNP,VNP,VNP,SSP,VNP,VNP,VNP,-SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,SSP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,SSP,-VNP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,-VNP,VNP,VNP,-SSP,VNP,VNP,SSP	1.0
Hits	-SSP,SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,SSP,SSP,-VNP,-VNP,SSP,SSP	1.0
Hits	VNP,VNP,VNP,-SSP,SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,VNP,VNP,VNP	1.0
Hits	SSP,SSP,VNP,-VNP,-VNP,-VNP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,VNP,-SSP,-VNP	1.0
Hits	SSP,-VNP,-SSP,-VNP,VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,-VNP,-VNP,-VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-VNP,-VNP	1.0
Hits	VNP,VNP,VNP,-VNP,SSP,SSP,SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP,-SSP,-SSP,-VNP,-VNP	1.0
Hits	-SSP,-SSP,VNP,SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,SSP,SSP,SSP,-VNP,-SSP	1.0
Hits	SSP,-VNP,-SSP,-SSP,-SSP,SSP	1.0
Hits	SSP,SSP,-VNP,VNP,VNP,VNP,VNP,VNP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,VNP,VNP,-SSP,-SSP,-VNP,-VNP	1.0
Hits	VNP,VNP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	VNP,SSP,SSP,-SSP,SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	SSP,-SSP,-SSP,VNP,VNP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,SSP,-SSP,SSP,-VNP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,-VNP,-VNP,VNP,VNP,VNP,VNP,VNP,VNP,-VNP,-SSP	1.0
Hits	-VNP,SSP,VNP,SSP,SSP,VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,-VNP,VNP,VNP,-SSP,-SSP,VNP	1.0
Hits	SSP,-VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,-VNP,-VNP,-VNP,VNP,VNP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,VNP,SSP,SSP,-SSP,-SSP,-SSP,SSP	1.0
Hits	SSP,SSP,-SSP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	-SSP,SSP,SSP,SSP,SSP,SSP,SSP,SSP,-VNP,SSP	1.0
Hits	SSP,-VNP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,VNP,VNP,VNP,VNP	1.0
Hits	SSP,-VNP,-VNP,-SSP,-SSP,-SSP,-VNP,-SSP,-SSP,-SSP	1.0
Hits	SSP,VNP,SSP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	-VNP,-VNP,-VNP,VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,-VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,SSP,SSP,SSP	1.0
Hits	-VNP,SSP,SSP,SSP,SSP,SSP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,SSP,-VNP,SSP	1.0
Hits	SSP,SSP,SSP,-VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,-SSP,-SSP,SSP	1.0
Hits	VNP,SSP,SSP,-SSP,-VNP,-VNP,-VNP,SSP,SSP,SSP,SSP	1.0
Hits	SSP,SSP,SSP,VNP,VNP,VNP,SSP,SSP,SSP,SSP,SSP,-VNP	1.0
Hits	-VNP,VNP,SSP,SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,-SSP,VNP,VNP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,VNP,SSP,SSP,-SSP	1.0
Hits	SSP,-SSP,-SSP,-SSP,-SSP,SSP,-VNP	1.0
Hits	VNP,SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,SSP,SSP	1.0
Hits	SSP,VNP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,SSP	1.0
Hits	SSP,-VNP,VNP,VNP,-SSP,-SSP,VNP,VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP	1.0
Hits	VNP,-VNP,-SSP,SSP,-SSP,-VNP,-VNP	1.0
Hits	SSP,-VNP,-VNP,VNP,VNP,-VNP,-SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,VNP,VNP,VNP,VNP,VNP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP	1.0
Hits	SSP,-VNP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,-SSP,-SSP	1.0
Hits	SSP,SSP,SSP,VNP,VNP,VNP,VNP,-VNP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,-SSP,-SSP,-SSP,-VNP,SSP,SSP	1.0
Hits	VNP,SSP,-SSP,-SSP,VNP,-SSP,SSP,SSP	1.0
Hits	SSP,VNP,VNP,VNP,VNP,-SSP,-VNP,-SSP	1.0
Hits	-VNP,SSP,-SSP,SSP	1.0
Hits	VNP,SSP,SSP,-VNP,SSP,-SSP,-SSP	1.0
Hits	SSP,-SSP,SSP,SSP,SSP,VNP,VNP,-VNP	1.0
Hits	-VNP,-VNP,SSP,SSP,-VNP,VNP,VNP,VNP,-SSP	1.0
Hits	VNP,VNP,VNP,SSP,SSP,SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,SSP	1.0
Hits	SSP,VNP,VNP,-VNP,VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,SSP,SSP,SSP,SSP,SSP	1.0
Hits	SSP,VNP,-SSP,VNP,VNP,VNP	1.0
Hits	-VNP,-VNP,-VNP,-VNP,-VNP,-VNP,SSP,VNP,VNP,-SSP,-SSP	1.0
Hits	SSP,-VNP,VNP,-SSP,-SSP,VNP,VNP,VNP,VNP,VNP,VNP,VNP,VNP	1.0
Hits	SSP,SSP,SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,SSP,-VNP,-VNP	1.0
Hits	VNP,VNP,SSP,SSP,-SSP,-SSP,-SSP,VNP,VNP	1.0
Hits	SSP,-VNP,-VNP,VNP,VNP,-VNP	1.0
Hits	-SSP,-SSP,-SSP,SSP,SSP,-VNP,-VNP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,VNP,VNP,-VNP	1.0
Hits	SSP,-VNP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,-SSP,VNP,VNP	1.0
Hits	VNP,VNP,-SSP,-SSP,SSP,SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	-SSP,-SSP,-SSP,-SSP,SSP,VNP,-SSP,-SSP	1.0
Hits	SSP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,SSP,SSP,SSP,VNP,VNP,VNP,-SSP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,-VNP,-VNP,-VNP,VNP,VNP,VNP,-SSP	1.0
Hits	SSP,VNP,VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-VNP	1.0
Hits	VNP,VNP,VNP,VNP,SSP,SSP,SSP,SSP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-VNP,-VNP,-VNP,-VNP,SSP,SSP,SSP,-SSP,-SSP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,-VNP,-VNP,-SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP	1.0
Hits	SSP,SSP,-VNP,-VNP,-VNP,-VNP,SSP	1.0
Hits	VNP,VNP,-SSP,-SSP,SSP,SSP,-SSP,SSP,-SSP	1.0
Hits	SSP,SSP,SSP,-VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,SSP,SSP,SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,-SSP,-SSP,SSP,-SSP,-SSP,-SSP,SSP,SSP,-SSP,-VNP	1.0
Hits	SSP,SSP,VNP,VNP,-SSP,-SSP,-SSP,-SSP	1.0
Hits	VNP,-SSP,-SSP,-SSP,-SSP,SSP,VNP,VNP	1.0
Hits	VNP,VNP,VNP,VNP,VNP,SSP,SSP,SSP,SSP,VNP,VNP,VNP,-SSP	1.0
Hits	SSP,VNP,-VNP,VNP,-SSP,-SSP	1.0
